"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"Japan","Electricity - nuclear production, public","1996","Kilowatt-hours, million","301195",""
"Japan","Electricity - nuclear production, public","1995","Kilowatt-hours, million","289903",""
"Japan","Electricity - nuclear production, public","1994","Kilowatt-hours, million","268164",""
"Japan","Electricity - nuclear production, public","1993","Kilowatt-hours, million","248216",""
"Japan","Electricity - nuclear production, public","1992","Kilowatt-hours, million","222306",""
"Japan","Electricity - nuclear production, public","1991","Kilowatt-hours, million","212342",""
"Japan","Electricity - nuclear production, public","1990","Kilowatt-hours, million","201403",""
"Japan","Electricity - nuclear production, self-producer","2002","Kilowatt-hours, million","1021",""
"Japan","Electricity - nuclear production, self-producer","2001","Kilowatt-hours, million","209",""
"Japan","Electricity - nuclear production, self-producer","2000","Kilowatt-hours, million","712",""
"Japan","Electricity - nuclear production, self-producer","1999","Kilowatt-hours, million","702",""
"Japan","Electricity - nuclear production, self-producer","1998","Kilowatt-hours, million","996",""
"Japan","Electricity - nuclear production, self-producer","1997","Kilowatt-hours, million","676",""
"Japan","Electricity - nuclear production, self-producer","1996","Kilowatt-hours, million","1005",""
"Japan","Electricity - nuclear production, self-producer","1995","Kilowatt-hours, million","1351",""
"Japan","Electricity - nuclear production, self-producer","1994","Kilowatt-hours, million","962",""
"Japan","Electricity - nuclear production, self-producer","1993","Kilowatt-hours, million","1040",""
"Japan","Electricity - nuclear production, self-producer","1992","Kilowatt-hours, million","953",""
"Japan","Electricity - nuclear production, self-producer","1991","Kilowatt-hours, million","1118",""
"Japan","Electricity - nuclear production, self-producer","1990","Kilowatt-hours, million","869",""
"Lithuania","Electricity- total nuclear production","2007","Kilowatt-hours, million","9833",""
"Lithuania","Electricity- total nuclear production","2006","Kilowatt-hours, million","8651",""
"Lithuania","Electricity- total nuclear production","2005","Kilowatt-hours, million","10337",""
"Lithuania","Electricity- total nuclear production","2004","Kilowatt-hours, million","15102",""
"Lithuania","Electricity- total nuclear production","2003","Kilowatt-hours, million","15484",""
"Lithuania","Electricity- total nuclear production","2002","Kilowatt-hours, million","14142",""
"Lithuania","Electricity- total nuclear production","2001","Kilowatt-hours, million","11362",""
"Lithuania","Electricity- total nuclear production","2000","Kilowatt-hours, million","8419",""
"Lithuania","Electricity- total nuclear production","1999","Kilowatt-hours, million","9862",""
"Lithuania","Electricity- total nuclear production","1998","Kilowatt-hours, million","13554",""
"Lithuania","Electricity- total nuclear production","1997","Kilowatt-hours, million","12024",""
"Lithuania","Electricity- total nuclear production","1996","Kilowatt-hours, million","13942",""
"Lithuania","Electricity- total nuclear production","1995","Kilowatt-hours, million","11822",""
"Lithuania","Electricity- total nuclear production","1994","Kilowatt-hours, million","7706",""
"Lithuania","Electricity- total nuclear production","1993","Kilowatt-hours, million","12260",""
"Lithuania","Electricity- total nuclear production","1992","Kilowatt-hours, million","14638",""
"Lithuania","Electricity- total nuclear production","1991","Kilowatt-hours, million","15600",""
"Lithuania","Electricity- total nuclear production","1990","Kilowatt-hours, million","15700",""
"Lithuania","Electricity - nuclear production, public","2007","Kilowatt-hours, million","9833",""
"Lithuania","Electricity - nuclear production, public","2006","Kilowatt-hours, million","8651",""
"Lithuania","Electricity - nuclear production, public","2005","Kilowatt-hours, million","10337",""
"Lithuania","Electricity - nuclear production, public","2004","Kilowatt-hours, million","15102",""
"Lithuania","Electricity - nuclear production, public","2003","Kilowatt-hours, million","15484",""
"Lithuania","Electricity - nuclear production, public","2002","Kilowatt-hours, million","14142",""
"Lithuania","Electricity - nuclear production, public","2001","Kilowatt-hours, million","11362",""
"Lithuania","Electricity - nuclear production, public","2000","Kilowatt-hours, million","8419",""
"Lithuania","Electricity - nuclear production, public","1999","Kilowatt-hours, million","9862",""
"Lithuania","Electricity - nuclear production, public","1998","Kilowatt-hours, million","13554",""
"Lithuania","Electricity - nuclear production, public","1997","Kilowatt-hours, million","12024",""
"Lithuania","Electricity - nuclear production, public","1996","Kilowatt-hours, million","13942",""
"Lithuania","Electricity - nuclear production, public","1995","Kilowatt-hours, million","11822",""
"Lithuania","Electricity - nuclear production, public","1994","Kilowatt-hours, million","7706",""
"Lithuania","Electricity - nuclear production, public","1993","Kilowatt-hours, million","12260",""
"Lithuania","Electricity - nuclear production, public","1992","Kilowatt-hours, million","14638",""
"Lithuania","Electricity - nuclear production, public","1991","Kilowatt-hours, million","15600",""
"Lithuania","Electricity - nuclear production, public","1990","Kilowatt-hours, million","15700",""
"Mexico","Electricity- total nuclear production","2007","Kilowatt-hours, million","10421",""
"Mexico","Electricity- total nuclear production","2006","Kilowatt-hours, million","10866",""
"Mexico","Electricity- total nuclear production","2005","Kilowatt-hours, million","10805",""
"Mexico","Electricity- total nuclear production","2004","Kilowatt-hours, million","9194",""
"Mexico","Electricity- total nuclear production","2003","Kilowatt-hours, million","10502",""
"Mexico","Electricity- total nuclear production","2002","Kilowatt-hours, million","9747",""
"Mexico","Electricity- total nuclear production","2001","Kilowatt-hours, million","8726",""
"Mexico","Electricity- total nuclear production","2000","Kilowatt-hours, million","8221",""
"Mexico","Electricity- total nuclear production","1999","Kilowatt-hours, million","10002",""
"Mexico","Electricity- total nuclear production","1998","Kilowatt-hours, million","9265",""
"Mexico","Electricity- total nuclear production","1997","Kilowatt-hours, million","10456",""
"Mexico","Electricity- total nuclear production","1996","Kilowatt-hours, million","7878",""
"Mexico","Electricity- total nuclear production","1995","Kilowatt-hours, million","5409",""
"Mexico","Electricity- total nuclear production","1994","Kilowatt-hours, million","4280",""
"Mexico","Electricity- total nuclear production","1993","Kilowatt-hours, million","3700",""
"Mexico","Electricity- total nuclear production","1992","Kilowatt-hours, million","3919",""
"Mexico","Electricity- total nuclear production","1991","Kilowatt-hours, million","4242",""
"Mexico","Electricity- total nuclear production","1990","Kilowatt-hours, million","2937",""
"Mexico","Electricity - nuclear production, public","2007","Kilowatt-hours, million","10421",""
"Mexico","Electricity - nuclear production, public","2006","Kilowatt-hours, million","10866",""
"Mexico","Electricity - nuclear production, public","2005","Kilowatt-hours, million","10805",""
"Mexico","Electricity - nuclear production, public","2004","Kilowatt-hours, million","9194",""
"Mexico","Electricity - nuclear production, public","2003","Kilowatt-hours, million","10502",""
"Mexico","Electricity - nuclear production, public","2002","Kilowatt-hours, million","9747",""
"Mexico","Electricity - nuclear production, public","2001","Kilowatt-hours, million","8726",""
"Mexico","Electricity - nuclear production, public","2000","Kilowatt-hours, million","8221",""
"Mexico","Electricity - nuclear production, public","1999","Kilowatt-hours, million","10002",""
"Mexico","Electricity - nuclear production, public","1998","Kilowatt-hours, million","9265",""
"Mexico","Electricity - nuclear production, public","1997","Kilowatt-hours, million","10456",""
"Mexico","Electricity - nuclear production, public","1996","Kilowatt-hours, million","7878",""
"Mexico","Electricity - nuclear production, public","1995","Kilowatt-hours, million","5409",""
"Mexico","Electricity - nuclear production, public","1994","Kilowatt-hours, million","4280",""
"Mexico","Electricity - nuclear production, public","1993","Kilowatt-hours, million","3700",""
"Mexico","Electricity - nuclear production, public","1992","Kilowatt-hours, million","3919",""
"Mexico","Electricity - nuclear production, public","1991","Kilowatt-hours, million","4242",""
"Mexico","Electricity - nuclear production, public","1990","Kilowatt-hours, million","2937",""
"Netherlands","Electricity- total nuclear production","2007","Kilowatt-hours, million","4200",""
"Netherlands","Electricity- total nuclear production","2006","Kilowatt-hours, million","3469",""
"Netherlands","Electricity- total nuclear production","2005","Kilowatt-hours, million","3997",""
"Netherlands","Electricity- total nuclear production","2004","Kilowatt-hours, million","3822",""
"Netherlands","Electricity- total nuclear production","2003","Kilowatt-hours, million","4018",""
"Netherlands","Electricity- total nuclear production","2002","Kilowatt-hours, million","3915",""
"Netherlands","Electricity- total nuclear production","2001","Kilowatt-hours, million","3976",""
"Netherlands","Electricity- total nuclear production","2000","Kilowatt-hours, million","3926",""
"Netherlands","Electricity- total nuclear production","1999","Kilowatt-hours, million","3832",""
"Netherlands","Electricity- total nuclear production","1998","Kilowatt-hours, million","3814",""
"Netherlands","Electricity- total nuclear production","1997","Kilowatt-hours, million","2408",""
"Netherlands","Electricity- total nuclear production","1996","Kilowatt-hours, million","4160",""
"Netherlands","Electricity- total nuclear production","1995","Kilowatt-hours, million","4018",""
"Netherlands","Electricity- total nuclear production","1994","Kilowatt-hours, million","3967",""
"Netherlands","Electricity- total nuclear production","1993","Kilowatt-hours, million","3948",""
"Netherlands","Electricity- total nuclear production","1992","Kilowatt-hours, million","3800",""
"Netherlands","Electricity- total nuclear production","1991","Kilowatt-hours, million","3329",""
"Netherlands","Electricity- total nuclear production","1990","Kilowatt-hours, million","3502",""
"Netherlands","Electricity - nuclear production, public","2007","Kilowatt-hours, million","4200",""
"Netherlands","Electricity - nuclear production, public","2006","Kilowatt-hours, million","3469",""
"Netherlands","Electricity - nuclear production, public","2005","Kilowatt-hours, million","3997",""
"Netherlands","Electricity - nuclear production, public","2004","Kilowatt-hours, million","3822",""
"Netherlands","Electricity - nuclear production, public","2003","Kilowatt-hours, million","4018",""
"Netherlands","Electricity - nuclear production, public","2002","Kilowatt-hours, million","3915",""
"Netherlands","Electricity - nuclear production, public","2001","Kilowatt-hours, million","3976",""
"Netherlands","Electricity - nuclear production, public","2000","Kilowatt-hours, million","3926",""
"Netherlands","Electricity - nuclear production, public","1999","Kilowatt-hours, million","3832",""
"Netherlands","Electricity - nuclear production, public","1998","Kilowatt-hours, million","3814",""
"Netherlands","Electricity - nuclear production, public","1997","Kilowatt-hours, million","2408",""
"Netherlands","Electricity - nuclear production, public","1996","Kilowatt-hours, million","4160",""
"Netherlands","Electricity - nuclear production, public","1995","Kilowatt-hours, million","4018",""
"Netherlands","Electricity - nuclear production, public","1994","Kilowatt-hours, million","3967",""
"Netherlands","Electricity - nuclear production, public","1993","Kilowatt-hours, million","3948",""
"Netherlands","Electricity - nuclear production, public","1992","Kilowatt-hours, million","3800",""
"Netherlands","Electricity - nuclear production, public","1991","Kilowatt-hours, million","3329",""
"Netherlands","Electricity - nuclear production, public","1990","Kilowatt-hours, million","3502",""
"Pakistan","Electricity- total nuclear production","2007","Kilowatt-hours, million","3077",""
"Pakistan","Electricity- total nuclear production","2006","Kilowatt-hours, million","2288",""
"Pakistan","Electricity- total nuclear production","2005","Kilowatt-hours, million","2484",""
"Pakistan","Electricity- total nuclear production","2004","Kilowatt-hours, million","2795",""
"Pakistan","Electricity- total nuclear production","2003","Kilowatt-hours, million","1760",""
"Pakistan","Electricity- total nuclear production","2002","Kilowatt-hours, million","1740",""
"Pakistan","Electricity- total nuclear production","2001","Kilowatt-hours, million","1997",""
"Pakistan","Electricity- total nuclear production","2000","Kilowatt-hours, million","399",""
"Pakistan","Electricity- total nuclear production","1999","Kilowatt-hours, million","284",""
"Pakistan","Electricity- total nuclear production","1998","Kilowatt-hours, million","375",""
"Pakistan","Electricity- total nuclear production","1997","Kilowatt-hours, million","346",""
"Pakistan","Electricity- total nuclear production","1996","Kilowatt-hours, million","483",""
"Pakistan","Electricity- total nuclear production","1995","Kilowatt-hours, million","511",""
"Pakistan","Electricity- total nuclear production","1994","Kilowatt-hours, million","497",""
"Pakistan","Electricity- total nuclear production","1993","Kilowatt-hours, million","582",""
"Pakistan","Electricity- total nuclear production","1992","Kilowatt-hours, million","418",""
"Pakistan","Electricity- total nuclear production","1991","Kilowatt-hours, million","385",""
"Pakistan","Electricity- total nuclear production","1990","Kilowatt-hours, million","293",""
"Pakistan","Electricity - nuclear production, public","2007","Kilowatt-hours, million","3077",""
"Pakistan","Electricity - nuclear production, public","2006","Kilowatt-hours, million","2288",""
"Pakistan","Electricity - nuclear production, public","2005","Kilowatt-hours, million","2484",""
"Pakistan","Electricity - nuclear production, public","2004","Kilowatt-hours, million","2795",""
"Pakistan","Electricity - nuclear production, public","2003","Kilowatt-hours, million","1760",""
"Pakistan","Electricity - nuclear production, public","2002","Kilowatt-hours, million","1740",""
"Pakistan","Electricity - nuclear production, public","2001","Kilowatt-hours, million","1997",""
"Pakistan","Electricity - nuclear production, public","2000","Kilowatt-hours, million","399",""
"Pakistan","Electricity - nuclear production, public","1999","Kilowatt-hours, million","284",""
"Pakistan","Electricity - nuclear production, public","1998","Kilowatt-hours, million","375",""
"Pakistan","Electricity - nuclear production, public","1997","Kilowatt-hours, million","346",""
"Pakistan","Electricity - nuclear production, public","1996","Kilowatt-hours, million","483",""
"Pakistan","Electricity - nuclear production, public","1995","Kilowatt-hours, million","511",""
"Pakistan","Electricity - nuclear production, public","1994","Kilowatt-hours, million","497",""
"Pakistan","Electricity - nuclear production, public","1993","Kilowatt-hours, million","582",""
"Pakistan","Electricity - nuclear production, public","1992","Kilowatt-hours, million","418",""
"Pakistan","Electricity - nuclear production, public","1991","Kilowatt-hours, million","385",""
"Pakistan","Electricity - nuclear production, public","1990","Kilowatt-hours, million","293",""
"Republic of Korea","Electricity- total nuclear production","2007","Kilowatt-hours, million","142937",""
"Republic of Korea","Electricity- total nuclear production","2006","Kilowatt-hours, million","148749",""
"Republic of Korea","Electricity- total nuclear production","2005","Kilowatt-hours, million","146779",""
"Republic of Korea","Electricity- total nuclear production","2004","Kilowatt-hours, million","130715",""
"Republic of Korea","Electricity- total nuclear production","2003","Kilowatt-hours, million","129672",""
"Republic of Korea","Electricity- total nuclear production","2002","Kilowatt-hours, million","119103",""
"Republic of Korea","Electricity- total nuclear production","2001","Kilowatt-hours, million","112133",""
"Republic of Korea","Electricity- total nuclear production","2000","Kilowatt-hours, million","108964",""
"Republic of Korea","Electricity- total nuclear production","1999","Kilowatt-hours, million","103064",""
"Republic of Korea","Electricity- total nuclear production","1998","Kilowatt-hours, million","89689",""
"Republic of Korea","Electricity- total nuclear production","1997","Kilowatt-hours, million","77086",""
"Republic of Korea","Electricity- total nuclear production","1996","Kilowatt-hours, million","73924",""
"Republic of Korea","Electricity- total nuclear production","1995","Kilowatt-hours, million","67029",""
"Republic of Korea","Electricity- total nuclear production","1994","Kilowatt-hours, million","58651",""
"Republic of Korea","Electricity- total nuclear production","1993","Kilowatt-hours, million","58138",""
"Republic of Korea","Electricity- total nuclear production","1992","Kilowatt-hours, million","56530",""
"Republic of Korea","Electricity- total nuclear production","1991","Kilowatt-hours, million","56311",""
"Republic of Korea","Electricity- total nuclear production","1990","Kilowatt-hours, million","52887",""
"Republic of Korea","Electricity - nuclear production, public","2007","Kilowatt-hours, million","142937",""
"Republic of Korea","Electricity - nuclear production, public","2006","Kilowatt-hours, million","148749",""
"Republic of Korea","Electricity - nuclear production, public","2005","Kilowatt-hours, million","146779",""
"Republic of Korea","Electricity - nuclear production, public","2004","Kilowatt-hours, million","130715",""
"Republic of Korea","Electricity - nuclear production, public","2003","Kilowatt-hours, million","129672",""
"Republic of Korea","Electricity - nuclear production, public","2002","Kilowatt-hours, million","119103",""
"Republic of Korea","Electricity - nuclear production, public","2001","Kilowatt-hours, million","112133",""
"Republic of Korea","Electricity - nuclear production, public","2000","Kilowatt-hours, million","108964",""
"Republic of Korea","Electricity - nuclear production, public","1999","Kilowatt-hours, million","103064",""
"Republic of Korea","Electricity - nuclear production, public","1998","Kilowatt-hours, million","89689",""
"Republic of Korea","Electricity - nuclear production, public","1997","Kilowatt-hours, million","77086",""
"Republic of Korea","Electricity - nuclear production, public","1996","Kilowatt-hours, million","73924",""
"Republic of Korea","Electricity - nuclear production, public","1995","Kilowatt-hours, million","67029",""
"Republic of Korea","Electricity - nuclear production, public","1994","Kilowatt-hours, million","58651",""
"Republic of Korea","Electricity - nuclear production, public","1993","Kilowatt-hours, million","58138",""
"Republic of Korea","Electricity - nuclear production, public","1992","Kilowatt-hours, million","56530",""
"Republic of Korea","Electricity - nuclear production, public","1991","Kilowatt-hours, million","56311",""
"Republic of Korea","Electricity - nuclear production, public","1990","Kilowatt-hours, million","52887",""
"Romania","Electricity- total nuclear production","2007","Kilowatt-hours, million","7709",""
"Romania","Electricity- total nuclear production","2006","Kilowatt-hours, million","5632",""
"Romania","Electricity- total nuclear production","2005","Kilowatt-hours, million","5555",""
"Romania","Electricity- total nuclear production","2004","Kilowatt-hours, million","5548",""
"Romania","Electricity- total nuclear production","2003","Kilowatt-hours, million","4906",""
"Romania","Electricity- total nuclear production","2002","Kilowatt-hours, million","5513",""
"Romania","Electricity- total nuclear production","2001","Kilowatt-hours, million","5446",""
"Romania","Electricity- total nuclear production","2000","Kilowatt-hours, million","5456",""
"Romania","Electricity- total nuclear production","1999","Kilowatt-hours, million","5198",""
"Romania","Electricity- total nuclear production","1998","Kilowatt-hours, million","5307",""
"Romania","Electricity- total nuclear production","1997","Kilowatt-hours, million","5400",""
"Romania","Electricity- total nuclear production","1996","Kilowatt-hours, million","1386",""
"Romania","Electricity - nuclear production, public","2007","Kilowatt-hours, million","7709",""
"Romania","Electricity - nuclear production, public","2006","Kilowatt-hours, million","5632",""
"Romania","Electricity - nuclear production, public","2005","Kilowatt-hours, million","5555",""
"Romania","Electricity - nuclear production, public","2004","Kilowatt-hours, million","5548",""
"Romania","Electricity - nuclear production, public","2003","Kilowatt-hours, million","4906",""
"Romania","Electricity - nuclear production, public","2002","Kilowatt-hours, million","5513",""
"Romania","Electricity - nuclear production, public","2001","Kilowatt-hours, million","5446",""
"Romania","Electricity - nuclear production, public","2000","Kilowatt-hours, million","5456",""
"Romania","Electricity - nuclear production, public","1999","Kilowatt-hours, million","5198",""
"Romania","Electricity - nuclear production, public","1998","Kilowatt-hours, million","5307",""
"Romania","Electricity - nuclear production, public","1997","Kilowatt-hours, million","5400",""
"Romania","Electricity - nuclear production, public","1996","Kilowatt-hours, million","1386",""
"Russian Federation","Electricity- total nuclear production","2007","Kilowatt-hours, million","160039",""
"Russian Federation","Electricity- total nuclear production","2006","Kilowatt-hours, million","156436",""
"Russian Federation","Electricity- total nuclear production","2005","Kilowatt-hours, million","149446",""
"Russian Federation","Electricity- total nuclear production","2004","Kilowatt-hours, million","144707",""
"Russian Federation","Electricity- total nuclear production","2003","Kilowatt-hours, million","150342",""
"Russian Federation","Electricity- total nuclear production","2002","Kilowatt-hours, million","141629",""
"Russian Federation","Electricity- total nuclear production","2001","Kilowatt-hours, million","136935",""
"Russian Federation","Electricity- total nuclear production","2000","Kilowatt-hours, million","130715",""
"Russian Federation","Electricity- total nuclear production","1999","Kilowatt-hours, million","121875",""
"Russian Federation","Electricity- total nuclear production","1998","Kilowatt-hours, million","105320",""
"Russian Federation","Electricity- total nuclear production","1997","Kilowatt-hours, million","108499",""
"Russian Federation","Electricity- total nuclear production","1996","Kilowatt-hours, million","109026",""
"Russian Federation","Electricity- total nuclear production","1995","Kilowatt-hours, million","99532",""
"Russian Federation","Electricity- total nuclear production","1994","Kilowatt-hours, million","97820",""
"Russian Federation","Electricity- total nuclear production","1993","Kilowatt-hours, million","119186",""
"Russian Federation","Electricity- total nuclear production","1992","Kilowatt-hours, million","119626",""
"Russian Federation","Electricity - nuclear production, public","2007","Kilowatt-hours, million","160039",""
"Russian Federation","Electricity - nuclear production, public","2006","Kilowatt-hours, million","156436",""
"Russian Federation","Electricity - nuclear production, public","2005","Kilowatt-hours, million","149446",""
"Russian Federation","Electricity - nuclear production, public","2004","Kilowatt-hours, million","144707",""
"Russian Federation","Electricity - nuclear production, public","2003","Kilowatt-hours, million","150342",""
"Russian Federation","Electricity - nuclear production, public","2002","Kilowatt-hours, million","141629",""
"Russian Federation","Electricity - nuclear production, public","2001","Kilowatt-hours, million","136935",""
"Russian Federation","Electricity - nuclear production, public","2000","Kilowatt-hours, million","130715",""
"Russian Federation","Electricity - nuclear production, public","1999","Kilowatt-hours, million","121875",""
"Russian Federation","Electricity - nuclear production, public","1998","Kilowatt-hours, million","105320",""
"Russian Federation","Electricity - nuclear production, public","1997","Kilowatt-hours, million","108499",""
"Russian Federation","Electricity - nuclear production, public","1996","Kilowatt-hours, million","109026",""
"Russian Federation","Electricity - nuclear production, public","1995","Kilowatt-hours, million","99532",""
"Russian Federation","Electricity - nuclear production, public","1994","Kilowatt-hours, million","97820",""
"Russian Federation","Electricity - nuclear production, public","1993","Kilowatt-hours, million","119186",""
"Russian Federation","Electricity - nuclear production, public","1992","Kilowatt-hours, million","119626",""
"Slovakia","Electricity- total nuclear production","2007","Kilowatt-hours, million","15334",""
"Slovakia","Electricity- total nuclear production","2006","Kilowatt-hours, million","18012",""
"Slovakia","Electricity- total nuclear production","2005","Kilowatt-hours, million","17727",""
"Slovakia","Electricity- total nuclear production","2004","Kilowatt-hours, million","17026",""
"Slovakia","Electricity- total nuclear production","2003","Kilowatt-hours, million","17864",""
"Slovakia","Electricity- total nuclear production","2002","Kilowatt-hours, million","17953",""
"Slovakia","Electricity- total nuclear production","2001","Kilowatt-hours, million","17103",""
"Slovakia","Electricity- total nuclear production","2000","Kilowatt-hours, million","16494",""
"Slovakia","Electricity- total nuclear production","1999","Kilowatt-hours, million","13117",""
"Slovakia","Electricity- total nuclear production","1998","Kilowatt-hours, million","11394",""
"Slovakia","Electricity- total nuclear production","1997","Kilowatt-hours, million","10797",""
"Slovakia","Electricity- total nuclear production","1996","Kilowatt-hours, million","11261",""
"Slovakia","Electricity- total nuclear production","1995","Kilowatt-hours, million","11437",""
"Slovakia","Electricity- total nuclear production","1994","Kilowatt-hours, million","12139",""
"Slovakia","Electricity- total nuclear production","1993","Kilowatt-hours, million","11937",""
"Slovakia","Electricity- total nuclear production","1992","Kilowatt-hours, million","11100",""
"Slovakia","Electricity - nuclear production, public","2007","Kilowatt-hours, million","15334",""
"Slovakia","Electricity - nuclear production, public","2006","Kilowatt-hours, million","18012",""
"Slovakia","Electricity - nuclear production, public","2005","Kilowatt-hours, million","17727",""
"Slovakia","Electricity - nuclear production, public","2004","Kilowatt-hours, million","17026",""
"Slovakia","Electricity - nuclear production, public","2003","Kilowatt-hours, million","17864",""
"Slovakia","Electricity - nuclear production, public","2002","Kilowatt-hours, million","17953",""
"Slovakia","Electricity - nuclear production, public","2001","Kilowatt-hours, million","17103",""
"Slovakia","Electricity - nuclear production, public","2000","Kilowatt-hours, million","16494",""
"Slovakia","Electricity - nuclear production, public","1999","Kilowatt-hours, million","13117",""
"Slovakia","Electricity - nuclear production, public","1998","Kilowatt-hours, million","11394",""
"Slovakia","Electricity - nuclear production, public","1997","Kilowatt-hours, million","10797",""
"Slovakia","Electricity - nuclear production, public","1996","Kilowatt-hours, million","11261",""
"Slovakia","Electricity - nuclear production, public","1995","Kilowatt-hours, million","11437",""
"Slovakia","Electricity - nuclear production, public","1994","Kilowatt-hours, million","12139",""
"Slovakia","Electricity - nuclear production, public","1993","Kilowatt-hours, million","11937",""
"Slovakia","Electricity - nuclear production, public","1992","Kilowatt-hours, million","11100",""
"Slovenia","Electricity- total nuclear production","2007","Kilowatt-hours, million","5695",""
"Slovenia","Electricity- total nuclear production","2006","Kilowatt-hours, million","5548",""
"Slovenia","Electricity- total nuclear production","2005","Kilowatt-hours, million","5884",""
"Slovenia","Electricity- total nuclear production","2004","Kilowatt-hours, million","5459",""
"Slovenia","Electricity- total nuclear production","2003","Kilowatt-hours, million","5207",""
"Slovenia","Electricity- total nuclear production","2002","Kilowatt-hours, million","5528",""
"Slovenia","Electricity- total nuclear production","2001","Kilowatt-hours, million","5257",""
"Slovenia","Electricity- total nuclear production","2000","Kilowatt-hours, million","4761",""
"Slovenia","Electricity- total nuclear production","1999","Kilowatt-hours, million","4696",""
"Slovenia","Electricity- total nuclear production","1998","Kilowatt-hours, million","5042",""
"Slovenia","Electricity- total nuclear production","1997","Kilowatt-hours, million","5019",""
"Slovenia","Electricity- total nuclear production","1996","Kilowatt-hours, million","4562",""
"Slovenia","Electricity- total nuclear production","1995","Kilowatt-hours, million","4779",""
"Slovenia","Electricity- total nuclear production","1994","Kilowatt-hours, million","4609",""
"Slovenia","Electricity- total nuclear production","1993","Kilowatt-hours, million","3957",""
"Slovenia","Electricity- total nuclear production","1992","Kilowatt-hours, million","3971",""
"Slovenia","Electricity - nuclear production, public","2007","Kilowatt-hours, million","5695",""
"Slovenia","Electricity - nuclear production, public","2006","Kilowatt-hours, million","5548",""
"Slovenia","Electricity - nuclear production, public","2005","Kilowatt-hours, million","5884",""
"Slovenia","Electricity - nuclear production, public","2004","Kilowatt-hours, million","5459",""
"Slovenia","Electricity - nuclear production, public","2003","Kilowatt-hours, million","5207",""
"Slovenia","Electricity - nuclear production, public","2002","Kilowatt-hours, million","5528",""
"Slovenia","Electricity - nuclear production, public","2001","Kilowatt-hours, million","5257",""
"Slovenia","Electricity - nuclear production, public","2000","Kilowatt-hours, million","4761",""
"Slovenia","Electricity - nuclear production, public","1999","Kilowatt-hours, million","4696",""
"Slovenia","Electricity - nuclear production, public","1998","Kilowatt-hours, million","5042",""
"Slovenia","Electricity - nuclear production, public","1997","Kilowatt-hours, million","5019",""
"Slovenia","Electricity - nuclear production, public","1996","Kilowatt-hours, million","4562",""
"Slovenia","Electricity - nuclear production, public","1995","Kilowatt-hours, million","4779",""
"Slovenia","Electricity - nuclear production, public","1994","Kilowatt-hours, million","4609",""
"Slovenia","Electricity - nuclear production, public","1993","Kilowatt-hours, million","3957",""
"Slovenia","Electricity - nuclear production, public","1992","Kilowatt-hours, million","3971",""
"South Africa","Electricity- total nuclear production","2007","Kilowatt-hours, million","11317",""
"South Africa","Electricity- total nuclear production","2006","Kilowatt-hours, million","11780",""
"South Africa","Electricity- total nuclear production","2005","Kilowatt-hours, million","11293",""
"South Africa","Electricity- total nuclear production","2004","Kilowatt-hours, million","13365",""
"South Africa","Electricity- total nuclear production","2003","Kilowatt-hours, million","12663",""
"South Africa","Electricity- total nuclear production","2002","Kilowatt-hours, million","11991",""
"South Africa","Electricity- total nuclear production","2001","Kilowatt-hours, million","10719",""
"South Africa","Electricity- total nuclear production","2000","Kilowatt-hours, million","13010",""
"South Africa","Electricity- total nuclear production","1999","Kilowatt-hours, million","12837",""
"South Africa","Electricity- total nuclear production","1998","Kilowatt-hours, million","13601",""
"South Africa","Electricity- total nuclear production","1997","Kilowatt-hours, million","12647",""
"South Africa","Electricity- total nuclear production","1996","Kilowatt-hours, million","11775",""
"South Africa","Electricity- total nuclear production","1995","Kilowatt-hours, million","11301",""
"South Africa","Electricity- total nuclear production","1994","Kilowatt-hours, million","9697",""
"South Africa","Electricity- total nuclear production","1993","Kilowatt-hours, million","7255",""
"South Africa","Electricity- total nuclear production","1992","Kilowatt-hours, million","9288",""
"South Africa","Electricity- total nuclear production","1991","Kilowatt-hours, million","9300",""
"South Africa","Electricity- total nuclear production","1990","Kilowatt-hours, million","8400",""
"South Africa","Electricity - nuclear production, public","2007","Kilowatt-hours, million","11317",""
"South Africa","Electricity - nuclear production, public","2006","Kilowatt-hours, million","11780",""
"South Africa","Electricity - nuclear production, public","2005","Kilowatt-hours, million","11293",""
"South Africa","Electricity - nuclear production, public","2004","Kilowatt-hours, million","13365",""
"South Africa","Electricity - nuclear production, public","2003","Kilowatt-hours, million","12663",""
"South Africa","Electricity - nuclear production, public","2002","Kilowatt-hours, million","11991",""
"South Africa","Electricity - nuclear production, public","2001","Kilowatt-hours, million","10719",""
"South Africa","Electricity - nuclear production, public","2000","Kilowatt-hours, million","13010",""
"South Africa","Electricity - nuclear production, public","1999","Kilowatt-hours, million","12837",""
"South Africa","Electricity - nuclear production, public","1998","Kilowatt-hours, million","13601",""
"South Africa","Electricity - nuclear production, public","1997","Kilowatt-hours, million","12647",""
"South Africa","Electricity - nuclear production, public","1996","Kilowatt-hours, million","11775",""
"South Africa","Electricity - nuclear production, public","1995","Kilowatt-hours, million","11301",""
"South Africa","Electricity - nuclear production, public","1994","Kilowatt-hours, million","9697",""
"South Africa","Electricity - nuclear production, public","1993","Kilowatt-hours, million","7255",""
"South Africa","Electricity - nuclear production, public","1992","Kilowatt-hours, million","9288",""
